student_id,CGPA,skills_score,projects_count,internships_done,communication_score,aptitude_score,coding_test_score,resume_score,extracurricular,college_tier,hackathons_participated,certifications_count,linkedin_activity_score,github_score,soft_skills_score,interview_score,consistency_score,backlogs,placement_training,selected,Performance_Score,Category_Level
1541,8.55,8,3,3,5,2,5,8,Yes,Tier 2,4,3,8,1,6,9,3,0,No,0,774.775,Low
1542,5.53,7,0,0,10,10,9,1,No,Tier 2,3,0,9,8,4,2,5,5,No,1,773.765,Low
1543,7.84,10,1,3,7,4,3,2,Yes,Tier 2,5,0,6,4,3,7,1,2,No,1,775.42,Low
1544,6.28,8,1,1,6,2,8,1,Yes,Tier 1,4,8,2,9,10,7,6,2,No,1,775.14,Low
1545,9.81,3,1,1,4,9,1,9,Yes,Tier 3,5,0,5,2,9,1,10,4,Yes,0,777.405,Low
1546,7.42,6,4,0,9,9,4,10,No,Tier 1,3,1,2,7,4,6,3,2,Yes,1,776.71,Low
1547,9.03,7,2,0,4,5,2,5,Yes,Tier 3,2,6,4,7,10,5,8,5,Yes,1,778.015,Low
1548,7.75,10,2,2,3,3,3,4,Yes,Tier 1,5,1,5,6,6,3,10,2,Yes,1,777.875,Low
1549,5.22,1,4,3,5,3,6,8,Yes,Tier 2,0,3,8,4,10,2,2,5,Yes,1,777.11,Low
1550,8.17,1,5,2,4,1,4,3,No,Tier 2,3,9,10,10,3,6,1,3,Yes,1,779.085,Low
1551,9.76,7,5,2,2,8,1,8,Yes,Tier 2,3,1,9,3,6,10,9,4,Yes,1,780.38,Low
1552,8.01,3,4,3,3,3,5,3,No,Tier 1,2,2,5,8,10,6,1,3,Yes,0,780.005,Low
1553,9.1,3,4,1,7,4,3,6,No,Tier 2,2,5,6,3,8,2,6,0,Yes,1,781.05,Low
1554,9.42,5,5,3,2,2,2,4,Yes,Tier 1,1,6,1,6,2,6,3,5,Yes,1,781.71,Low
1555,6.14,6,2,1,1,8,4,8,Yes,Tier 1,0,1,1,2,6,6,10,3,No,0,780.57,Low
1556,6.06,2,3,2,2,3,4,7,No,Tier 1,0,8,1,8,6,5,9,5,Yes,1,781.03,Low
1557,8.05,3,4,1,8,2,3,5,No,Tier 2,0,1,2,8,5,4,5,5,No,1,782.525,Low
1558,7.06,6,3,1,8,1,5,3,Yes,Tier 2,5,3,8,5,9,4,6,3,Yes,0,782.53,Low
1559,9.2,3,3,1,10,10,5,5,Yes,Tier 2,3,4,5,1,5,10,2,3,Yes,0,784.1,Low
1560,9.5,5,0,3,2,2,8,4,Yes,Tier 1,3,7,10,5,10,7,7,4,No,1,784.75,Low
1561,6.77,9,2,1,6,2,10,8,Yes,Tier 2,4,3,3,4,8,8,5,1,No,1,783.885,Low
1562,6.18,3,3,3,7,4,7,5,No,Tier 1,1,0,5,8,3,10,7,3,No,1,784.09,Low
1563,8.9,6,2,0,1,1,9,10,No,Tier 3,2,6,8,9,2,2,1,1,No,1,785.95,Low
1564,6.37,5,2,0,7,1,7,10,Yes,Tier 1,2,8,7,5,9,5,9,1,Yes,1,785.185,Low
1565,9.11,5,0,2,8,6,2,5,Yes,Tier 3,2,4,10,8,3,8,4,1,No,0,787.055,Low
1566,7.12,6,5,2,9,5,3,2,Yes,Tier 1,4,1,2,3,8,2,3,3,No,1,786.56,Low
1567,8.34,6,2,3,8,1,6,9,Yes,Tier 2,4,8,10,1,2,9,7,0,No,1,787.67,Low
1568,5.48,1,3,1,3,6,1,6,Yes,Tier 2,3,2,9,4,10,2,4,0,Yes,1,786.74,Low
1569,8.12,9,5,1,8,8,8,1,No,Tier 2,4,1,10,3,6,4,8,3,Yes,1,788.56,Low
1570,7.26,5,5,0,3,5,7,3,No,Tier 2,4,3,4,6,10,4,9,4,Yes,1,788.63,Low
1571,7.93,1,1,3,6,3,6,4,Yes,Tier 2,2,3,6,10,2,1,9,2,Yes,1,789.465,Low
1572,5.84,8,3,1,4,3,5,10,No,Tier 2,5,9,2,2,4,10,2,4,No,1,788.92,Low
1573,8.68,7,3,1,7,2,10,10,No,Tier 1,5,4,5,7,4,1,9,5,Yes,1,790.84,Low
1574,9.31,7,2,3,8,9,5,2,No,Tier 1,4,0,6,3,8,4,6,5,Yes,1,791.655,Low
1575,6.08,5,3,2,10,9,8,10,Yes,Tier 3,1,9,2,1,10,10,4,5,Yes,1,790.54,Low
1576,5.48,1,1,3,6,7,8,4,No,Tier 2,4,0,1,10,5,3,1,0,Yes,1,790.74,Low
1577,5.12,9,2,3,10,1,3,2,No,Tier 3,5,9,10,5,9,8,3,0,Yes,1,791.06,Low
1578,8.21,9,4,1,4,1,9,6,No,Tier 1,5,6,3,4,3,9,10,1,No,0,793.105,Low
1579,8.04,8,3,0,8,4,3,10,Yes,Tier 1,0,4,2,3,4,2,8,3,No,1,793.52,Low
1580,7.73,5,3,1,7,2,10,9,Yes,Tier 2,4,9,6,10,1,6,5,3,No,1,793.865,Low
1581,6.16,3,0,1,10,3,8,1,No,Tier 2,3,5,3,1,10,8,2,1,Yes,1,793.58,Low
1582,6.95,8,4,1,8,2,7,5,No,Tier 2,1,6,2,1,10,6,8,0,Yes,1,794.475,Low
1583,7.97,1,4,3,10,1,9,9,No,Tier 2,4,0,7,2,9,1,2,5,Yes,1,795.485,Low
1584,7.48,3,1,3,7,3,9,7,Yes,Tier 1,3,4,1,5,8,7,5,0,Yes,1,795.74,Low
1585,9.94,7,4,1,3,7,1,6,No,Tier 3,5,7,9,4,7,2,3,2,No,1,797.47,Low
1586,5.68,4,0,1,3,10,1,7,No,Tier 2,1,2,1,6,5,6,1,4,Yes,0,795.84,Low
1587,8.48,7,1,0,9,9,3,9,Yes,Tier 1,4,1,5,1,8,3,9,5,Yes,1,797.74,Low
1588,7.02,5,4,2,7,10,7,3,Yes,Tier 2,1,1,7,10,2,3,7,4,Yes,0,797.51,Low
1589,7.14,6,1,1,1,9,3,8,Yes,Tier 1,5,3,10,8,3,1,8,3,No,1,798.07,Low
1590,8.59,7,4,3,3,8,3,1,Yes,Tier 1,5,6,5,1,5,8,8,0,Yes,0,799.295,Low
1591,8.46,10,4,2,1,6,4,10,Yes,Tier 2,0,1,3,1,9,7,3,0,No,1,799.73,Low
1592,9.96,7,5,2,6,1,8,6,Yes,Tier 2,2,5,2,2,3,1,10,1,No,1,800.98,Low
1593,5.64,7,4,0,2,8,1,9,No,Tier 2,4,6,2,2,6,1,6,4,Yes,0,799.32,Low
1594,5.52,7,3,2,7,8,4,1,Yes,Tier 1,1,8,9,2,1,9,1,5,Yes,0,799.76,Low
1595,8.62,7,4,1,8,9,4,5,Yes,Tier 1,3,6,6,6,7,7,4,1,Yes,1,801.81,Low
1596,7.89,3,3,1,6,10,8,8,No,Tier 2,0,0,4,3,5,9,1,5,No,1,801.945,Low
1597,6.37,3,2,3,5,6,7,10,Yes,Tier 2,2,7,10,10,2,10,9,1,No,0,801.685,Low
1598,5.4,7,5,1,10,3,4,6,Yes,Tier 3,3,2,10,5,3,9,8,2,Yes,0,801.7,Low
1599,5.43,2,0,1,4,6,8,6,Yes,Tier 1,0,6,7,7,10,3,9,4,Yes,1,802.215,Low
1600,9.47,2,1,0,9,8,3,3,No,Tier 2,4,5,2,3,10,9,3,0,Yes,1,804.735,Low
1601,5.96,3,1,2,8,7,10,8,Yes,Tier 1,3,2,4,4,2,8,9,5,Yes,1,803.48,Low
1602,6.62,4,2,0,5,8,7,1,Yes,Tier 2,1,1,1,7,2,6,6,1,Yes,1,804.31,Low
1603,6.13,6,4,2,1,3,9,4,Yes,Tier 2,5,3,4,10,8,5,1,4,No,1,804.565,Low
1604,6.77,8,0,0,8,8,6,8,Yes,Tier 1,0,0,7,5,4,5,3,5,Yes,0,805.385,Low
1605,5.35,10,2,3,8,5,4,6,No,Tier 3,0,9,10,4,1,5,8,0,Yes,1,805.175,Low
1606,7.6,10,2,0,7,7,4,9,Yes,Tier 1,4,9,9,7,6,10,9,4,Yes,1,806.8,Low
1607,5.34,7,1,0,7,4,1,1,No,Tier 1,0,6,5,2,8,2,7,2,Yes,1,806.17,Low
1608,9,4,3,3,8,3,6,2,No,Tier 2,2,2,6,2,5,1,8,4,Yes,0,808.5,Low
1609,6.17,2,3,1,1,6,3,1,No,Tier 1,1,1,7,1,2,2,6,5,Yes,1,807.585,Low
1610,7.7,2,4,1,3,9,3,4,Yes,Tier 1,5,4,9,1,10,3,9,4,Yes,0,808.85,Low
1611,9.4,4,4,3,4,4,1,9,Yes,Tier 3,4,6,10,10,5,9,9,2,Yes,1,810.2,Low
1612,8.25,6,2,3,6,9,7,4,Yes,Tier 1,2,0,10,9,6,7,3,1,No,1,810.125,Low
1613,7.66,3,4,0,10,3,9,9,No,Tier 1,4,0,8,10,1,4,6,5,No,1,810.33,Low
1614,6.62,6,3,3,10,6,3,6,Yes,Tier 1,4,9,9,3,3,10,7,1,Yes,1,810.31,Low
1615,6.67,5,0,3,9,5,7,5,Yes,Tier 1,1,7,5,7,10,5,9,3,Yes,1,810.835,Low
1616,8.35,5,1,2,4,9,9,10,No,Tier 3,0,4,9,10,2,2,5,3,Yes,1,812.175,Low
1617,9.97,2,3,2,6,6,3,4,Yes,Tier 1,4,7,8,5,1,3,9,5,No,1,813.485,Low
1618,8.31,8,5,1,9,2,9,10,No,Tier 2,3,2,2,1,6,7,8,3,Yes,0,813.155,Low
1619,7.79,5,4,3,9,4,2,2,No,Tier 2,1,1,1,8,4,2,9,5,Yes,1,813.395,Low
1620,8.65,2,1,0,6,5,3,8,No,Tier 2,1,6,4,2,6,3,10,1,Yes,1,814.325,Low
1621,7.33,7,5,1,5,9,4,3,No,Tier 3,3,5,2,7,4,6,4,0,Yes,1,814.165,Low
1622,5.3,9,1,1,3,1,7,1,Yes,Tier 1,1,3,3,5,4,5,4,1,No,0,813.65,Low
1623,7.81,9,2,1,5,9,9,10,Yes,Tier 2,4,6,7,6,4,2,2,3,Yes,1,815.405,Low
1624,9.79,1,4,3,3,10,1,7,Yes,Tier 1,2,8,10,5,7,3,1,3,Yes,1,816.895,Low
1625,5.88,7,2,3,5,1,9,8,No,Tier 2,0,8,5,6,8,5,2,0,Yes,1,815.44,Low
1626,8.45,9,1,0,10,1,10,7,Yes,Tier 1,5,2,3,5,5,8,10,0,Yes,1,817.225,Low
1627,6,6,2,0,10,4,5,4,Yes,Tier 3,2,0,2,4,1,2,3,2,No,0,816.5,Low
1628,7.68,1,4,1,1,6,4,8,Yes,Tier 2,1,3,9,6,6,10,9,4,Yes,0,817.84,Low
1629,5.48,2,3,3,6,2,6,10,Yes,Tier 1,3,9,7,5,1,3,4,4,Yes,1,817.24,Low
1630,7.25,4,0,0,7,1,10,4,No,Tier 1,1,0,9,2,3,4,6,1,Yes,1,818.625,Low
1631,8.78,4,5,2,2,4,5,5,Yes,Tier 2,1,6,4,7,6,1,4,5,No,0,819.89,Low
1632,6.74,2,3,2,3,8,5,8,Yes,Tier 3,1,1,3,6,4,8,7,5,No,1,819.37,Low
1633,8.32,8,1,1,10,6,5,2,Yes,Tier 3,5,7,10,9,2,5,4,1,No,0,820.66,Low
1634,8.98,2,3,2,9,5,8,10,Yes,Tier 3,0,4,3,1,8,2,1,2,Yes,1,821.49,Low
1635,9.64,3,2,1,8,1,10,8,Yes,Tier 2,1,9,3,1,6,10,4,5,Yes,1,822.32,Low
1636,6.17,4,4,3,4,3,8,5,No,Tier 3,1,0,1,6,3,4,8,5,Yes,1,821.085,Low
1637,7,9,3,1,8,7,10,5,No,Tier 2,5,1,10,6,8,10,2,3,No,1,822,Low
1638,5.76,10,3,1,8,10,4,7,No,Tier 1,1,3,8,4,2,5,8,0,Yes,1,821.88,Low
1639,9.96,1,4,3,6,3,9,4,No,Tier 1,3,2,7,10,8,1,4,1,Yes,1,824.48,Low
1640,9.64,8,2,0,1,5,8,3,Yes,Tier 2,4,4,4,6,9,4,1,2,Yes,0,824.82,Low
1641,7.7,5,0,0,2,6,6,6,No,Tier 2,5,3,2,3,6,2,2,3,Yes,0,824.35,Low
1642,9.21,7,3,0,4,9,2,6,No,Tier 2,1,1,7,6,8,6,7,1,No,1,825.605,Low
1643,7.6,8,5,0,4,3,9,10,Yes,Tier 2,1,8,8,2,10,7,3,0,Yes,1,825.3,Low
1644,8.12,5,1,1,2,6,6,6,Yes,Tier 1,5,6,1,8,8,8,5,2,No,1,826.06,Low
1645,5.45,8,2,0,9,2,8,7,Yes,Tier 2,1,4,8,6,8,6,2,2,No,0,825.225,Low
1646,8.78,10,2,2,2,9,6,4,Yes,Tier 2,0,3,2,9,1,5,6,2,Yes,0,827.39,Low
1647,5.64,8,3,2,6,9,5,3,Yes,Tier 3,3,9,6,9,10,9,4,0,Yes,1,826.32,Low
1648,9.13,9,5,0,5,7,7,3,No,Tier 1,2,4,8,3,10,3,9,2,No,1,828.565,Low
1649,8.91,2,4,2,4,9,4,3,Yes,Tier 3,5,1,8,6,2,3,3,0,Yes,0,828.955,Low
1650,8.54,3,3,2,6,4,10,2,No,Tier 1,4,7,9,6,2,4,7,5,No,1,829.27,Low
1651,5.18,1,3,3,4,10,3,6,Yes,Tier 2,1,1,2,4,8,5,9,3,Yes,0,828.09,Low
1652,6.52,4,4,3,9,1,7,1,No,Tier 3,2,7,2,9,4,5,10,5,Yes,1,829.26,Low
1653,6.32,5,1,0,10,1,2,6,No,Tier 2,2,4,10,6,3,5,1,0,No,1,829.66,Low
1654,6.8,1,4,1,7,2,10,8,Yes,Tier 3,0,3,5,8,9,10,7,1,No,1,830.4,Low
1655,5.44,8,3,1,3,10,3,6,Yes,Tier 3,0,6,3,2,5,8,2,5,Yes,1,830.22,Low
1656,9.68,2,0,3,10,3,1,2,No,Tier 1,5,0,8,8,2,10,2,0,Yes,1,832.84,Low
1657,7.77,1,4,3,4,2,1,7,Yes,Tier 2,2,6,8,3,10,1,5,2,Yes,1,832.385,Low
1658,6.53,2,1,1,1,4,2,3,Yes,Tier 1,1,9,8,3,2,6,10,3,No,0,832.265,Low
1659,6.98,5,4,0,6,8,1,9,Yes,Tier 2,4,4,8,2,5,3,8,2,Yes,0,832.99,Low
1660,7.24,9,4,1,2,3,2,8,Yes,Tier 1,1,5,8,9,1,4,9,3,No,1,833.62,Low
1661,8,9,2,1,4,4,1,6,Yes,Tier 2,3,4,5,4,8,5,2,0,Yes,1,834.5,Low
1662,7.58,2,2,2,5,2,3,1,No,Tier 2,3,6,7,7,5,9,8,5,Yes,1,834.79,Low
1663,9.6,2,3,1,8,1,9,2,No,Tier 2,3,0,1,9,6,8,8,2,Yes,0,836.3,Low
1664,7.48,3,3,3,3,8,9,8,Yes,Tier 2,5,1,1,1,7,4,10,0,Yes,1,835.74,Low
1665,9.96,7,4,0,6,7,8,6,Yes,Tier 2,5,5,8,8,7,8,3,4,Yes,1,837.48,Low
1666,9.26,3,0,1,1,10,9,1,No,Tier 1,1,6,5,3,7,7,10,2,Yes,1,837.63,Low
1667,6.04,1,5,2,9,2,4,9,Yes,Tier 1,0,7,4,1,9,10,10,1,No,1,836.52,Low
1668,9.65,6,3,3,1,8,8,8,No,Tier 3,5,3,7,2,9,2,1,1,Yes,1,838.825,Low
1669,5.58,3,4,3,2,10,5,2,No,Tier 2,2,2,8,2,6,5,7,2,Yes,0,837.29,Low
1670,9.09,1,4,2,1,3,4,10,Yes,Tier 2,2,8,10,4,5,8,7,4,No,1,839.545,Low
1671,6.9,4,5,3,8,7,4,5,Yes,Tier 1,5,1,7,7,8,4,8,2,No,1,838.95,Low
1672,9.39,1,4,2,4,1,2,3,No,Tier 3,1,9,9,5,5,5,8,4,Yes,1,840.695,Low
1673,9.34,1,5,3,2,3,10,1,Yes,Tier 2,1,0,9,9,3,1,1,4,Yes,0,841.17,Low
1674,9.03,2,5,3,7,9,9,7,No,Tier 1,4,5,10,5,4,8,1,2,Yes,0,841.515,Low
1675,8.95,10,4,3,8,4,9,9,No,Tier 1,3,2,9,3,9,5,10,2,Yes,1,841.975,Low
1676,6.52,8,4,3,9,1,1,7,Yes,Tier 1,1,6,9,6,3,4,1,0,Yes,1,841.26,Low
1677,5.4,2,2,2,5,6,4,3,Yes,Tier 2,4,7,9,1,5,3,6,1,Yes,0,841.2,Low
1678,7.01,2,5,1,3,1,9,6,No,Tier 1,4,1,1,7,9,8,6,5,Yes,1,842.505,Low
1679,5.87,10,1,3,1,10,4,3,No,Tier 3,5,6,5,1,4,5,7,1,Yes,1,842.435,Low
1680,8.47,10,5,2,8,1,2,4,Yes,Tier 2,0,9,10,3,4,7,3,2,Yes,1,844.235,Low
1681,6.73,8,1,2,6,2,2,1,No,Tier 3,5,4,1,3,1,9,5,5,No,1,843.865,Low
1682,9.88,6,4,2,5,3,10,2,Yes,Tier 2,3,4,6,6,10,9,3,0,Yes,0,845.94,Low
1683,8.2,4,3,1,7,2,9,1,Yes,Tier 1,2,4,7,2,2,9,7,3,Yes,1,845.6,Low
1684,9.11,3,0,0,5,8,4,10,Yes,Tier 2,1,4,5,1,1,4,2,5,Yes,1,846.555,Low
1685,5.66,1,4,2,4,6,1,2,No,Tier 2,0,9,2,4,3,9,2,0,No,0,845.33,Low
1686,9.31,3,0,2,5,1,1,4,Yes,Tier 3,0,4,9,10,2,7,9,0,Yes,1,847.655,Low
1687,9.61,9,2,2,7,6,1,6,Yes,Tier 2,4,6,8,3,4,9,3,5,Yes,1,848.305,Low
1688,7.44,5,1,1,6,1,8,8,No,Tier 2,5,7,1,2,3,7,6,1,Yes,1,847.72,Low
1689,8.03,6,2,3,10,9,1,10,Yes,Tier 2,5,3,8,7,3,5,7,0,No,0,848.515,Low
1690,8.82,5,3,1,10,3,5,9,Yes,Tier 2,2,6,1,5,8,10,5,0,Yes,0,849.41,Low
1691,5.87,1,3,2,9,1,9,10,No,Tier 1,0,8,5,5,3,5,3,4,Yes,0,848.435,Low
1692,7.51,10,5,0,10,1,4,7,Yes,Tier 3,3,1,10,5,5,7,1,4,Yes,1,849.755,Low
1693,6.99,1,4,2,2,2,9,4,No,Tier 3,0,8,7,7,8,4,4,3,Yes,0,849.995,Low
1694,5.73,4,5,3,7,6,5,7,Yes,Tier 2,4,5,6,10,5,6,9,0,Yes,1,849.865,Low
1695,6.84,3,3,0,1,1,9,1,No,Tier 1,0,8,2,4,7,8,7,5,Yes,0,850.92,Low
1696,5.34,8,3,0,8,7,2,10,No,Tier 3,4,6,3,1,10,1,4,2,No,1,850.67,Low
1697,5.13,7,5,1,4,4,8,6,No,Tier 2,0,4,6,4,5,3,7,0,Yes,1,851.065,Low
1698,5.68,7,2,1,8,7,7,1,No,Tier 2,3,4,3,3,10,3,4,4,Yes,1,851.84,Low
1699,9.82,8,0,3,8,4,7,8,Yes,Tier 3,1,0,1,1,8,5,5,1,Yes,1,854.41,Low
1700,7.75,10,1,1,4,4,3,4,Yes,Tier 2,1,2,2,8,5,2,6,3,Yes,0,853.875,Low
1701,9.83,7,3,3,4,4,10,8,Yes,Tier 3,0,5,9,6,2,10,8,5,Yes,1,855.415,Low
1702,7.16,10,5,0,5,10,2,8,Yes,Tier 3,2,1,3,10,9,2,3,3,Yes,0,854.58,Low
1703,6.56,2,3,0,7,10,10,2,No,Tier 2,5,5,3,7,6,5,6,5,Yes,1,854.78,Low
1704,7.53,4,2,0,6,8,1,6,Yes,Tier 1,1,4,5,2,4,3,6,1,No,1,855.765,Low
1705,7.2,6,1,3,1,2,1,10,No,Tier 2,0,0,1,7,5,1,2,0,No,0,856.1,Low
1706,5.53,3,2,1,6,8,7,4,No,Tier 3,1,2,1,10,10,6,10,5,No,1,855.765,Low
1707,8.2,3,0,1,3,10,9,3,No,Tier 1,4,0,1,7,8,4,2,3,Yes,0,857.6,Low
1708,6.08,6,2,1,9,1,1,9,Yes,Tier 2,0,6,4,2,3,7,1,0,No,1,857.04,Low
1709,8.1,1,1,2,3,7,10,10,No,Tier 1,0,6,9,10,3,7,3,2,No,1,858.55,Low
1710,8.25,1,1,0,9,7,4,9,No,Tier 3,1,0,5,2,7,9,5,1,Yes,1,859.125,Low
1711,5.76,5,3,0,5,6,2,2,Yes,Tier 2,3,7,8,10,1,4,5,0,Yes,1,858.38,Low
1712,5.31,1,0,2,10,4,8,5,Yes,Tier 2,5,6,3,1,9,2,2,2,Yes,1,858.655,Low
1713,8.9,10,4,0,8,5,9,10,No,Tier 2,0,2,10,3,9,9,1,5,Yes,0,860.95,Low
1714,7.3,8,3,0,9,1,3,10,No,Tier 1,0,1,4,7,2,10,10,4,No,1,860.65,Low
1715,5.29,2,5,2,9,2,3,7,Yes,Tier 3,3,8,5,2,4,5,2,2,Yes,0,860.145,Low
1716,9.97,6,2,0,7,10,7,9,No,Tier 2,3,6,2,7,9,9,8,5,Yes,1,862.985,Low
1717,5.29,10,2,1,10,7,9,8,Yes,Tier 1,3,5,3,3,4,7,4,2,Yes,1,861.145,Low
1718,8.48,10,1,2,1,2,7,10,No,Tier 1,5,4,1,5,8,6,6,3,Yes,1,863.24,Low
1719,9.92,5,5,0,8,8,7,4,Yes,Tier 1,2,4,7,1,3,2,6,0,No,1,864.46,Low
1720,6.2,10,1,1,7,7,2,3,Yes,Tier 2,2,2,6,3,4,3,10,2,Yes,1,863.1,Low
1721,5.71,4,5,3,4,10,1,1,No,Tier 2,5,4,2,9,1,4,6,0,Yes,1,863.355,Low
1722,5.61,1,1,0,6,8,2,1,Yes,Tier 1,3,7,9,4,4,4,9,3,No,1,863.805,Low
1723,6.52,3,4,2,10,4,6,9,Yes,Tier 2,2,1,3,10,6,7,3,3,No,1,864.76,Low
1724,5.51,4,4,1,2,1,10,4,Yes,Tier 2,3,2,3,6,10,8,9,2,No,1,864.755,Low
1725,8.46,2,3,3,4,7,8,8,Yes,Tier 3,4,2,1,4,7,7,10,1,Yes,1,866.73,Low
1726,5.31,2,4,3,8,1,8,4,Yes,Tier 2,5,5,10,4,6,6,6,4,No,1,865.655,Low
1727,7.55,2,5,0,4,7,6,6,Yes,Tier 2,4,0,7,4,4,10,2,4,Yes,1,867.275,Low
1728,9.98,1,1,3,10,9,2,4,Yes,Tier 1,0,4,1,3,8,6,9,0,Yes,1,868.99,Low
1729,9.07,10,5,2,4,5,9,2,No,Tier 2,5,8,8,6,7,2,2,2,Yes,1,869.035,Low
1730,8.08,2,3,3,4,2,10,1,Yes,Tier 1,0,0,2,6,1,8,3,5,Yes,1,869.04,Low
1731,6.53,6,3,0,10,1,4,8,No,Tier 2,3,5,3,7,1,1,9,5,Yes,0,868.765,Low
1732,8.12,3,0,3,9,8,5,6,No,Tier 2,3,6,9,1,9,10,6,0,No,1,870.06,Low
1733,7.64,10,4,0,2,4,1,1,No,Tier 1,2,0,10,2,9,8,10,1,No,1,870.32,Low
1734,7.13,5,2,3,7,8,9,5,No,Tier 1,0,5,8,10,9,8,7,5,Yes,1,870.565,Low
1735,5.65,1,2,1,3,2,10,3,No,Tier 3,2,3,6,8,8,9,10,0,No,1,870.325,Low
1736,9.43,8,0,0,4,3,1,2,Yes,Tier 1,1,3,7,9,9,5,3,4,No,1,872.715,Low
1737,7.25,4,1,2,1,3,7,3,No,Tier 2,3,5,1,4,1,5,3,3,No,1,872.125,Low
1738,5.97,9,0,2,3,4,9,2,Yes,Tier 3,0,9,1,5,2,6,6,2,No,1,871.985,Low
1739,6.84,4,1,3,2,9,3,10,Yes,Tier 2,0,9,2,8,9,9,4,3,No,1,872.92,Low
1740,7.07,2,4,1,10,9,2,2,Yes,Tier 2,2,7,10,10,4,8,5,1,Yes,1,873.535,Low
1741,9.14,3,4,3,7,5,10,1,No,Tier 2,4,2,6,4,10,2,3,4,No,0,875.07,Low
1742,8.67,5,3,3,6,7,8,3,Yes,Tier 2,3,6,7,10,5,5,6,3,Yes,1,875.335,Low
1743,8.85,10,3,1,1,9,4,3,No,Tier 2,3,9,2,2,1,4,7,1,No,0,875.925,Low
1744,5.06,6,3,0,8,1,1,4,Yes,Tier 1,3,3,3,8,2,4,5,0,Yes,1,874.53,Low
1745,7.08,7,3,2,9,2,8,3,No,Tier 1,4,2,2,8,2,1,3,5,No,0,876.04,Low
1746,7.41,4,2,1,1,6,6,8,No,Tier 1,5,2,2,8,5,10,6,3,No,1,876.705,Low
1747,5.1,7,3,3,5,3,6,4,No,Tier 3,3,5,1,7,5,7,10,5,Yes,0,876.05,Low
1748,6.3,10,3,0,7,7,4,10,No,Tier 2,4,9,1,7,9,5,1,0,Yes,1,877.15,Low
1749,8.8,3,3,3,2,5,6,1,Yes,Tier 1,4,7,8,9,5,10,8,5,Yes,1,878.9,Low
1750,5.69,7,1,0,6,10,2,2,Yes,Tier 2,2,0,10,2,10,9,6,2,Yes,1,877.845,Low
1751,7.68,4,5,2,8,8,6,7,Yes,Tier 1,3,3,2,1,8,1,3,0,Yes,1,879.34,Low
1752,6.08,8,3,2,8,1,2,6,No,Tier 3,4,0,10,10,8,10,10,2,Yes,0,879.04,Low
1753,5.06,9,0,0,10,9,6,9,Yes,Tier 2,4,7,8,10,3,10,6,0,Yes,1,879.03,Low
1754,6.21,7,3,2,10,10,9,6,Yes,Tier 1,2,4,9,4,3,7,10,3,Yes,1,880.105,Low
1755,9.88,8,3,3,8,6,7,2,Yes,Tier 2,3,2,8,6,3,6,7,5,Yes,1,882.44,Low
1756,9.01,8,2,0,6,5,4,8,Yes,Tier 3,1,7,4,3,5,2,2,5,No,0,882.505,Low
1757,9.8,2,5,3,6,8,1,9,Yes,Tier 2,5,8,9,7,1,9,6,1,Yes,1,883.4,Low
1758,7.44,9,3,0,3,4,9,5,Yes,Tier 2,4,4,10,9,10,10,6,0,Yes,1,882.72,Low
1759,5.55,6,5,3,2,9,1,6,Yes,Tier 2,0,0,10,2,8,8,5,0,Yes,1,882.275,Low
1760,7.74,4,1,2,5,5,5,4,No,Tier 2,5,5,1,3,5,9,7,0,Yes,1,883.87,Low
1761,7.27,5,4,1,9,1,7,2,Yes,Tier 3,2,4,3,2,4,2,2,3,No,1,884.135,Low
1762,9.22,10,5,3,4,8,10,5,Yes,Tier 2,5,5,3,7,10,3,6,1,Yes,1,885.61,Low
1763,5.49,5,5,0,5,9,10,5,Yes,Tier 1,2,3,6,3,3,6,8,1,Yes,1,884.245,Low
1764,7.44,7,3,2,6,5,6,1,No,Tier 2,2,6,6,10,1,6,6,4,Yes,0,885.72,Low
1765,5.75,9,3,0,6,5,3,5,Yes,Tier 3,3,4,7,7,9,4,4,3,Yes,1,885.375,Low
1766,6.62,7,3,3,4,6,8,1,No,Tier 2,1,6,10,2,9,5,6,3,Yes,1,886.31,Low
1767,8.69,9,2,0,4,9,7,3,No,Tier 2,0,9,10,6,2,9,5,4,Yes,1,887.845,Low
1768,7.38,4,4,0,8,5,9,9,Yes,Tier 1,5,1,7,3,5,10,2,5,No,0,887.69,Low
1769,6.88,10,2,3,5,2,1,4,No,Tier 2,5,2,9,9,2,1,1,5,No,0,887.94,Low
1770,6.97,10,2,2,5,3,8,9,Yes,Tier 1,5,0,10,4,8,5,9,4,No,1,888.485,Low
1771,7.3,4,2,2,9,10,4,6,Yes,Tier 3,2,2,6,6,1,3,2,5,Yes,1,889.15,Low
1772,8.93,6,1,3,4,3,7,1,Yes,Tier 1,4,7,2,9,9,6,8,5,No,1,890.465,Low
1773,9.46,8,4,2,7,9,7,3,Yes,Tier 1,1,4,5,8,5,2,3,1,Yes,1,891.23,Low
1774,9.78,9,1,1,5,8,4,3,Yes,Tier 2,1,8,1,10,7,5,4,0,Yes,1,891.89,Low
1775,8.93,1,1,0,9,6,8,4,Yes,Tier 2,2,0,3,4,3,9,4,4,Yes,1,891.965,Low
1776,6.58,1,4,3,8,5,1,10,Yes,Tier 3,0,4,4,5,6,5,6,0,Yes,1,891.29,Low
1777,8.44,8,1,1,8,10,5,4,Yes,Tier 1,2,1,5,3,9,4,1,3,Yes,1,892.72,Low
